,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,NAME_CONTRACT_TYPE,CODE_GENDER,DAYS_BIRTH,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,ANNUITY_INCOME_PERC,AMT_CREDIT,AMT_ANNUITY,INCOME_CREDIT_PERC
483,Married,Incomplete higher,Sales staff,Cash loans,1,29,0,225000.0,0.1946,1320975.0,43785.0,0.1703
484,Married,Secondary / secondary special,Laborers,Revolving loans,0,53,0,157500.0,0.0857,270000.0,13500.0,0.5835
485,Married,Higher education,Core staff,Cash loans,1,56,0,450000.0,0.2583,2286211.5,116266.5,0.1968
486,Married,Higher education,n.a.,Cash loans,1,57,1,49500.0,0.232,225000.0,11488.5,0.22
487,Married,Higher education,Managers,Revolving loans,0,33,0,337500.0,0.1,675000.0,33750.0,0.5
488,Married,Secondary / secondary special,Sales staff,Cash loans,1,41,0,135000.0,0.2888,1175314.5,38974.5,0.11487
489,Married,Secondary / secondary special,Drivers,Cash loans,0,44,0,180000.0,0.224,835380.0,40320.0,0.2155
490,Married,Secondary / secondary special,n.a.,Cash loans,1,57,0,112500.0,0.2229,518562.0,25078.5,0.2169
491,Married,Secondary / secondary special,Cooking staff,Cash loans,1,49,0,117000.0,0.2343,932643.0,27400.5,0.1255
492,Married,Secondary / secondary special,Sales staff,Revolving loans,0,22,0,99000.0,0.0909,180000.0,9000.0,0.55
493,Married,Secondary / secondary special,Laborers,Cash loans,1,36,1,180000.0,0.2052,1395000.0,36927.0,0.129
494,Married,Secondary / secondary special,Drivers,Cash loans,0,27,0,292500.0,0.1338,983299.5,39127.5,0.2974
495,Married,Lower secondary,n.a.,Cash loans,1,52,0,31500.0,0.4265,314055.0,13437.0,0.1003
496,Civil marriage,Secondary / secondary special,n.a.,Cash loans,1,36,1,157500.0,0.1686,961146.0,26559.0,0.1638
497,Married,Higher education,Drivers,Cash loans,0,50,0,225000.0,0.267,1125000.0,60070.5,0.2
498,Civil marriage,Higher education,n.a.,Cash loans,0,61,0,108000.0,0.1628,247275.0,17586.0,0.4368
499,Married,Secondary / secondary special,Cooking staff,Cash loans,1,35,0,180000.0,0.1354,225000.0,24363.0,0.8
500,Married,Lower secondary,n.a.,Cash loans,1,63,0,171000.0,0.0931,555273.0,15912.0,0.3079
501,Married,Lower secondary,Laborers,Cash loans,0,30,1,135000.0,0.12476,358443.0,16839.0,0.3767
502,Married,Secondary / secondary special,High skill tech staff,Cash loans,0,43,1,180000.0,0.1622,270000.0,29209.5,0.6665
503,Married,Secondary / secondary special,Laborers,Cash loans,1,52,0,270000.0,0.0999,528318.0,26973.0,0.511
504,Married,Higher education,n.a.,Cash loans,1,53,0,270000.0,0.11835,835380.0,31950.0,0.3232
505,Married,Secondary / secondary special,n.a.,Cash loans,0,62,0,135000.0,0.3357,1546020.0,45328.5,0.08734
506,Married,Secondary / secondary special,Drivers,Cash loans,0,45,0,360000.0,0.03638,343800.0,13090.5,1.047
507,Single / not married,Secondary / secondary special,Accountants,Cash loans,1,52,1,139500.0,0.0736,269550.0,10264.5,0.5176
508,Married,Secondary / secondary special,Laborers,Cash loans,0,33,0,126000.0,0.0861,284400.0,10849.5,0.443
509,Widow,Secondary / secondary special,n.a.,Cash loans,1,61,0,85500.0,0.2568,515529.0,21969.0,0.1659
510,Widow,Secondary / secondary special,Cleaning staff,Cash loans,1,49,0,90000.0,0.1302,117162.0,11718.0,0.768
511,Single / not married,Higher education,Laborers,Cash loans,1,32,0,157500.0,0.127,679500.0,19998.0,0.2318
512,Single / not married,Secondary / secondary special,n.a.,Cash loans,0,27,0,103500.0,0.2517,302076.0,26055.0,0.3425
513,Married,Secondary / secondary special,n.a.,Cash loans,1,43,1,225000.0,0.229,478498.5,51534.0,0.4702
514,Married,Secondary / secondary special,Cooking staff,Cash loans,1,37,0,90000.0,0.3123,263686.5,28107.0,0.3413
515,Single / not married,Higher education,Sales staff,Cash loans,1,39,0,106398.0,0.093,360000.0,9900.0,0.2957
516,Married,Secondary / secondary special,Realty agents,Cash loans,1,42,0,247500.0,0.1442,450000.0,35685.0,0.55
517,Separated,Secondary / secondary special,Cooking staff,Cash loans,1,47,0,117000.0,0.2183,599778.0,25542.0,0.1951
518,Separated,Secondary / secondary special,n.a.,Cash loans,1,51,0,135000.0,0.1766,734994.0,23841.0,0.1837
519,Married,Higher education,Drivers,Cash loans,0,36,0,202500.0,0.2203,1125000.0,44617.5,0.18
520,Married,Secondary / secondary special,Laborers,Cash loans,0,44,0,315000.0,0.128,835380.0,40320.0,0.377
521,Married,Secondary / secondary special,Core staff,Cash loans,1,40,0,112500.0,0.4202,1237684.5,47272.5,0.0909
522,Married,Secondary / secondary special,Laborers,Cash loans,1,37,0,157500.0,0.0935,284400.0,14724.0,0.5537
523,Married,Secondary / secondary special,Security staff,Cash loans,0,54,0,144000.0,0.1974,442791.0,28426.5,0.3252
524,Civil marriage,Higher education,n.a.,Cash loans,1,23,1,180000.0,0.11,278460.0,19800.0,0.6465
525,Married,Higher education,Laborers,Cash loans,1,27,0,229500.0,0.3171,1006920.0,72778.5,0.2279
526,Married,Secondary / secondary special,n.a.,Cash loans,0,55,0,225000.0,0.0856,593010.0,19260.0,0.3794
527,Married,Secondary / secondary special,n.a.,Cash loans,1,56,1,184500.0,0.157,654498.0,28957.5,0.282
528,Single / not married,Secondary / secondary special,Sales staff,Cash loans,1,25,0,180000.0,0.11,294322.5,19800.0,0.612
529,Separated,Incomplete higher,Sales staff,Cash loans,1,36,0,292500.0,0.0904,900000.0,26446.5,0.325
530,Married,Higher education,Sales staff,Cash loans,1,47,1,135000.0,0.12054,254700.0,16276.5,0.5303
531,Married,Higher education,Laborers,Cash loans,1,39,1,157500.0,0.2391,1288350.0,37669.5,0.12225
532,Single / not married,Incomplete higher,Core staff,Revolving loans,1,22,1,90000.0,0.1,180000.0,9000.0,0.5
533,Single / not married,Secondary / secondary special,Security staff,Cash loans,1,50,0,180000.0,0.11035,675000.0,19867.5,0.2666
534,Single / not married,Secondary / secondary special,Laborers,Cash loans,0,36,1,225000.0,0.0981,203760.0,22072.5,1.1045
535,Single / not married,Higher education,n.a.,Cash loans,1,30,1,99000.0,0.138,364896.0,13653.0,0.2712
536,Married,Secondary / secondary special,High skill tech staff,Cash loans,1,47,0,225000.0,0.22,1800000.0,49500.0,0.125
537,Married,Secondary / secondary special,Core staff,Cash loans,0,49,0,450000.0,0.1159,1312110.0,52168.5,0.343
538,Married,Secondary / secondary special,Core staff,Cash loans,1,48,0,207000.0,0.0785,380533.5,16249.5,0.544
539,Married,Secondary / secondary special,n.a.,Cash loans,0,65,0,99000.0,0.2244,521280.0,22216.5,0.19
540,Married,Higher education,Core staff,Cash loans,1,30,0,337500.0,0.1121,926136.0,37849.5,0.3645
541,Married,Higher education,Laborers,Cash loans,1,41,0,162000.0,0.2883,874152.0,46701.0,0.1853
542,Civil marriage,Secondary / secondary special,Sales staff,Cash loans,1,42,1,121500.0,0.0697,225000.0,8469.0,0.54
543,Married,Secondary / secondary special,Core staff,Cash loans,1,47,0,112500.0,0.07983,201024.0,8982.0,0.5596
544,Single / not married,Higher education,Laborers,Cash loans,1,26,1,202500.0,0.0923,675000.0,18693.0,0.3
545,Separated,Secondary / secondary special,n.a.,Cash loans,1,47,0,135000.0,0.1989,913500.0,26838.0,0.1478
546,Married,Higher education,Managers,Cash loans,0,44,0,225000.0,0.3513,732915.0,79065.0,0.307
547,Married,Secondary / secondary special,Drivers,Cash loans,0,36,0,247500.0,0.1018,414792.0,25195.5,0.5967
548,Married,Higher education,Core staff,Cash loans,1,34,0,108000.0,0.135,157500.0,14575.5,0.6855
549,Married,Secondary / secondary special,Laborers,Cash loans,1,33,0,157500.0,0.1214,238500.0,19120.5,0.66
550,Separated,Higher education,High skill tech staff,Cash loans,1,57,0,211500.0,0.2361,1506816.0,49927.5,0.1404
551,Married,Higher education,Core staff,Revolving loans,1,62,0,270000.0,0.1417,765000.0,38250.0,0.353
552,Married,Secondary / secondary special,Laborers,Cash loans,0,36,0,135000.0,0.1493,203760.0,20151.0,0.6626
553,Married,Secondary / secondary special,Sales staff,Cash loans,1,48,0,90000.0,0.1729,158301.0,15552.0,0.5684
554,Married,Higher education,Managers,Cash loans,1,32,0,157500.0,0.1294,373311.0,20380.5,0.4219
555,Civil marriage,Secondary / secondary special,Security staff,Cash loans,0,31,0,112500.0,0.18,254700.0,20250.0,0.4417
556,Married,Incomplete higher,n.a.,Cash loans,1,59,0,157500.0,0.2988,1350000.0,47056.5,0.11664
557,Separated,Higher education,n.a.,Cash loans,1,63,0,90000.0,0.3298,755190.0,29677.5,0.1192
558,Married,Higher education,n.a.,Cash loans,1,34,0,76500.0,0.1705,119925.0,13045.5,0.6377
559,Single / not married,Secondary / secondary special,Managers,Cash loans,0,33,1,247500.0,0.1288,900000.0,31887.0,0.275
560,Married,Secondary / secondary special,Laborers,Cash loans,0,41,0,216000.0,0.1448,640080.0,31261.5,0.3374
561,Married,Higher education,n.a.,Revolving loans,1,46,0,99000.0,0.125,247500.0,12375.0,0.4
562,Civil marriage,Secondary / secondary special,Core staff,Cash loans,0,34,1,67500.0,0.1641,225000.0,11074.5,0.3
563,Civil marriage,Secondary / secondary special,n.a.,Cash loans,1,31,1,180000.0,0.0744,284400.0,13387.5,0.633
564,Single / not married,Secondary / secondary special,Low-skill Laborers,Cash loans,0,45,1,135000.0,0.232,808650.0,31333.5,0.167
565,Married,Secondary / secondary special,High skill tech staff,Cash loans,1,35,1,157500.0,0.1307,634482.0,20596.5,0.2483
566,Married,Secondary / secondary special,n.a.,Cash loans,1,60,0,130500.0,0.419,995562.0,54684.0,0.1311
567,Separated,Secondary / secondary special,Laborers,Cash loans,1,33,0,247500.0,0.1565,755856.0,38722.5,0.3274
568,Married,Higher education,n.a.,Cash loans,1,32,0,135000.0,0.1477,427500.0,19939.5,0.3157
569,Married,Secondary / secondary special,Laborers,Revolving loans,0,54,0,112500.0,0.12,270000.0,13500.0,0.4167
570,Married,Secondary / secondary special,n.a.,Cash loans,1,55,0,54000.0,0.2478,312768.0,13378.5,0.1726
571,Married,Lower secondary,n.a.,Cash loans,1,52,1,135000.0,0.12115,414792.0,16357.5,0.3254
572,Civil marriage,Secondary / secondary special,Sales staff,Cash loans,1,24,1,189000.0,0.0619,215640.0,11695.5,0.8765
573,Married,Secondary / secondary special,Core staff,Cash loans,1,51,0,90000.0,0.2179,603792.0,19606.5,0.149
574,Civil marriage,Secondary / secondary special,Sales staff,Revolving loans,0,40,0,234000.0,0.05768,270000.0,13500.0,0.8667
575,Married,Higher education,Managers,Cash loans,0,34,0,202500.0,0.1554,808650.0,31464.0,0.2505
576,Married,Secondary / secondary special,Sales staff,Cash loans,1,46,0,67500.0,0.1174,152685.0,7924.5,0.4421
577,Married,Secondary / secondary special,Medicine staff,Cash loans,1,47,0,112500.0,0.1525,254700.0,17149.5,0.4417
578,Single / not married,Secondary / secondary special,Drivers,Cash loans,0,55,0,87750.0,0.1342,314100.0,11767.5,0.2793
579,Married,Secondary / secondary special,Cooking staff,Revolving loans,1,21,0,112500.0,0.12,270000.0,13500.0,0.4167
580,Single / not married,Secondary / secondary special,n.a.,Cash loans,0,29,0,135000.0,0.1469,422451.0,19822.5,0.3196
581,Married,Secondary / secondary special,n.a.,Cash loans,0,55,0,45000.0,0.3723,168102.0,16753.5,0.2676
582,Single / not married,Higher education,n.a.,Cash loans,1,40,1,144000.0,0.1116,364896.0,16069.5,0.3945
583,Married,Secondary / secondary special,n.a.,Cash loans,0,62,1,81000.0,0.4507,670500.0,36504.0,0.1208
584,Married,Incomplete higher,n.a.,Cash loans,1,54,0,112500.0,0.129,381528.0,14512.5,0.295
585,Married,Lower secondary,Core staff,Cash loans,1,33,0,135000.0,0.3462,900000.0,46732.5,0.15
586,Married,Secondary / secondary special,n.a.,Cash loans,0,57,0,112500.0,0.233,808650.0,26217.0,0.1392
587,Single / not married,Higher education,IT staff,Cash loans,0,44,1,225000.0,0.111,942300.0,24984.0,0.2388
588,Married,Higher education,Laborers,Cash loans,1,40,0,157500.0,0.2925,900000.0,46084.5,0.175
589,Married,Secondary / secondary special,n.a.,Cash loans,0,61,0,202500.0,0.1631,1125000.0,33025.5,0.18
590,Married,Secondary / secondary special,Laborers,Cash loans,0,51,1,121500.0,0.374,1223010.0,45454.5,0.09937
591,Married,Higher education,High skill tech staff,Cash loans,1,29,0,184500.0,0.1709,1078200.0,31522.5,0.1711
592,Married,Secondary / secondary special,n.a.,Cash loans,1,54,0,72000.0,0.2029,384048.0,14607.0,0.1875
593,Married,Secondary / secondary special,Sales staff,Cash loans,1,46,0,90000.0,0.3018,254700.0,27153.0,0.3533
594,Married,Secondary / secondary special,Sales staff,Cash loans,1,45,1,180000.0,0.1493,526491.0,26878.5,0.3418
595,Married,Secondary / secondary special,Drivers,Cash loans,0,45,0,90000.0,0.146,279000.0,13135.5,0.3225
596,Married,Secondary / secondary special,Drivers,Revolving loans,0,47,0,157500.0,0.0857,270000.0,13500.0,0.5835
597,Married,Secondary / secondary special,Secretaries,Cash loans,0,55,1,225000.0,0.1289,991944.0,29002.5,0.2268
598,Single / not married,Secondary / secondary special,Drivers,Cash loans,0,54,1,265500.0,0.08716,360000.0,23134.5,0.7373
599,Married,Higher education,Core staff,Cash loans,1,35,1,135000.0,0.2993,1125000.0,40410.0,0.12
600,Married,Secondary / secondary special,Security staff,Cash loans,0,33,0,243000.0,0.1666,631332.0,40477.5,0.385
601,Married,Secondary / secondary special,Sales staff,Cash loans,1,35,0,135000.0,0.1002,167121.0,13527.0,0.8076
602,Widow,Secondary / secondary special,n.a.,Cash loans,1,59,0,63000.0,0.3716,528633.0,23413.5,0.1192
603,Civil marriage,Secondary / secondary special,Laborers,Cash loans,1,33,0,135000.0,0.1237,244998.0,16704.0,0.551
604,Married,Secondary / secondary special,Laborers,Revolving loans,0,43,0,225000.0,0.13,585000.0,29250.0,0.3845
605,Married,Incomplete higher,Medicine staff,Cash loans,1,23,0,81000.0,0.1334,90000.0,10809.0,0.9
606,Married,Secondary / secondary special,High skill tech staff,Cash loans,1,44,0,90000.0,0.2913,808650.0,26217.0,0.11127
607,Married,Higher education,Laborers,Revolving loans,0,39,0,180000.0,0.125,450000.0,22500.0,0.4
608,Married,Secondary / secondary special,n.a.,Cash loans,1,47,0,135000.0,0.2651,1219500.0,35788.5,0.1107
609,Married,Lower secondary,Laborers,Cash loans,0,41,0,360000.0,0.06085,675000.0,21906.0,0.533
610,Married,Higher education,n.a.,Cash loans,1,56,0,225000.0,0.0798,495985.5,17946.0,0.4536
611,Single / not married,Secondary / secondary special,Managers,Cash loans,0,39,0,157500.0,0.1292,477000.0,20340.0,0.33
612,Married,Higher education,Sales staff,Cash loans,1,47,1,157500.0,0.1998,526491.0,31482.0,0.299
613,Married,Secondary / secondary special,n.a.,Cash loans,1,62,0,67500.0,0.2908,495000.0,19629.0,0.1364
614,Married,Secondary / secondary special,n.a.,Cash loans,1,68,0,112500.0,0.1948,225000.0,21919.5,0.5
615,Married,Higher education,Managers,Cash loans,1,48,1,90000.0,0.2471,760500.0,22234.5,0.11835
616,Married,Secondary / secondary special,Laborers,Cash loans,0,47,0,90000.0,0.3562,490536.0,32067.0,0.1835
617,Single / not married,Secondary / secondary special,n.a.,Cash loans,1,61,0,180000.0,0.1263,533668.5,22738.5,0.3374
618,Married,Higher education,n.a.,Cash loans,0,46,0,135000.0,0.2783,1160973.0,37579.5,0.1163
619,Separated,Secondary / secondary special,Accountants,Cash loans,1,48,0,135000.0,0.2211,808650.0,29839.5,0.167
620,Married,Secondary / secondary special,Core staff,Cash loans,0,23,0,157500.0,0.074,225000.0,11650.5,0.7
621,Married,Higher education,Managers,Cash loans,0,31,0,180000.0,0.11755,439740.0,21154.5,0.4094
622,Married,Higher education,Managers,Cash loans,0,41,1,540000.0,0.08044,1575000.0,43443.0,0.3428
623,Married,Higher education,Accountants,Cash loans,1,35,0,180000.0,0.1785,755190.0,32125.5,0.2384
624,Married,Secondary / secondary special,n.a.,Cash loans,1,59,0,99000.0,0.2212,548770.5,21892.5,0.1804
625,Civil marriage,Secondary / secondary special,Laborers,Cash loans,0,52,0,126000.0,0.10754,337500.0,13549.5,0.3733
626,Married,Secondary / secondary special,n.a.,Cash loans,1,32,1,135000.0,0.4463,761067.0,60259.5,0.1774
627,Civil marriage,Secondary / secondary special,High skill tech staff,Cash loans,0,29,0,135000.0,0.1025,284400.0,13833.0,0.4746
628,Married,Higher education,Laborers,Cash loans,1,44,0,234000.0,0.1125,360000.0,26325.0,0.65
629,Married,Higher education,Medicine staff,Cash loans,1,33,0,292500.0,0.202,746280.0,59094.0,0.3918
630,Civil marriage,Secondary / secondary special,Medicine staff,Cash loans,1,24,0,90000.0,0.1589,135000.0,14305.5,0.6665
631,Married,Secondary / secondary special,n.a.,Cash loans,1,53,0,216000.0,0.11755,868500.0,25393.5,0.2487
632,Married,Secondary / secondary special,n.a.,Cash loans,0,44,0,540000.0,0.04935,545040.0,26640.0,0.9907
633,Civil marriage,Secondary / secondary special,Laborers,Cash loans,1,39,1,202500.0,0.0894,227520.0,18103.5,0.89
634,Civil marriage,Incomplete higher,Core staff,Cash loans,1,40,0,112500.0,0.1467,312768.0,16506.0,0.3596
635,Married,Higher education,n.a.,Cash loans,1,31,0,112500.0,0.4617,1223010.0,51948.0,0.092
636,Married,Secondary / secondary special,Drivers,Cash loans,0,28,1,202500.0,0.08527,450000.0,17271.0,0.45
637,Separated,Secondary / secondary special,Sales staff,Cash loans,1,46,0,112500.0,0.092,284400.0,10345.5,0.3955
638,Civil marriage,Secondary / secondary special,Medicine staff,Cash loans,1,48,1,112500.0,0.1455,555273.0,16366.5,0.2026
639,Married,Higher education,Accountants,Cash loans,1,46,0,315000.0,0.1969,1971072.0,62019.0,0.1598
640,Married,Secondary / secondary special,n.a.,Revolving loans,1,37,0,112500.0,0.12,270000.0,13500.0,0.4167
641,Married,Incomplete higher,Laborers,Cash loans,1,28,0,225000.0,0.09784,450000.0,22018.5,0.5
642,Married,Incomplete higher,Core staff,Cash loans,1,39,1,157500.0,0.1332,450000.0,20979.0,0.35
643,Married,Secondary / secondary special,High skill tech staff,Cash loans,1,38,0,157500.0,0.3286,1218375.0,51750.0,0.1293
644,Married,Secondary / secondary special,Medicine staff,Cash loans,1,39,0,292500.0,0.08765,720000.0,25636.5,0.4062
645,Married,Secondary / secondary special,Laborers,Cash loans,0,56,1,112500.0,0.3096,1080000.0,34839.0,0.1042
646,Separated,Secondary / secondary special,n.a.,Cash loans,1,66,0,112500.0,0.153,247275.0,17208.0,0.455
647,Married,Secondary / secondary special,Laborers,Revolving loans,1,29,0,135000.0,0.06665,180000.0,9000.0,0.75
648,Married,Higher education,Accountants,Revolving loans,1,29,0,216000.0,0.0781,337500.0,16875.0,0.64
649,Single / not married,Secondary / secondary special,Low-skill Laborers,Cash loans,0,23,0,90000.0,0.2126,284400.0,19134.0,0.3164
650,Married,Secondary / secondary special,n.a.,Cash loans,1,55,0,108000.0,0.1606,390960.0,17352.0,0.2761
651,Married,Secondary / secondary special,Laborers,Cash loans,1,54,0,38250.0,0.135,47970.0,5166.0,0.7974
652,Married,Higher education,n.a.,Revolving loans,0,48,0,171000.0,0.1448,495000.0,24750.0,0.3455
653,Married,Higher education,Sales staff,Cash loans,1,45,0,103500.0,0.1428,270000.0,14778.0,0.3833
654,Married,Higher education,Sales staff,Cash loans,1,46,1,171000.0,0.11694,679500.0,19998.0,0.2517
655,Civil marriage,Secondary / secondary special,Laborers,Cash loans,1,36,0,121500.0,0.1646,472500.0,19993.5,0.257
656,Civil marriage,Secondary / secondary special,n.a.,Cash loans,1,29,0,90000.0,0.08246,107820.0,7420.5,0.835
657,Married,Higher education,Core staff,Cash loans,1,53,0,202500.0,0.126,247675.5,25506.0,0.8174
658,Civil marriage,Secondary / secondary special,Laborers,Cash loans,1,50,1,180000.0,0.1217,675000.0,21906.0,0.2666
659,Single / not married,Higher education,Cleaning staff,Cash loans,1,36,0,157500.0,0.10803,448056.0,17019.0,0.3516
660,Married,Incomplete higher,Drivers,Cash loans,0,44,1,202500.0,0.2476,938304.0,50121.0,0.2158
661,Civil marriage,Higher education,Realty agents,Cash loans,1,31,1,225000.0,0.0657,225000.0,14778.0,1.0
662,Married,Higher education,Managers,Revolving loans,0,29,0,135000.0,0.06665,180000.0,9000.0,0.75
663,Married,Secondary / secondary special,Drivers,Cash loans,0,39,0,126000.0,0.07635,157050.0,9621.0,0.8022
664,Civil marriage,Secondary / secondary special,Laborers,Cash loans,0,38,0,157500.0,0.1998,808650.0,31464.0,0.1948
665,Married,Secondary / secondary special,Laborers,Cash loans,0,55,1,112500.0,0.0943,277969.5,10606.5,0.4048
666,Married,Higher education,Managers,Cash loans,0,38,0,247500.0,0.2354,805500.0,58243.5,0.3074
667,Married,Higher education,Managers,Cash loans,0,46,0,288000.0,0.2384,1971072.0,68643.0,0.1461
668,Widow,Secondary / secondary special,n.a.,Cash loans,1,63,0,112500.0,0.2332,254700.0,26226.0,0.4417
669,Married,Secondary / secondary special,Sales staff,Cash loans,1,52,0,90000.0,0.2493,675000.0,22437.0,0.1333
670,Single / not married,Secondary / secondary special,Laborers,Cash loans,0,22,1,112500.0,0.2006,351000.0,22558.5,0.3206
671,Married,Higher education,Accountants,Cash loans,1,33,0,225000.0,0.2349,1096020.0,52857.0,0.2053
672,Married,Secondary / secondary special,Drivers,Cash loans,0,50,0,202500.0,0.2546,1006920.0,51543.0,0.201
673,Married,Secondary / secondary special,High skill tech staff,Cash loans,1,56,0,135000.0,0.345,1125000.0,46557.0,0.12
674,Married,Higher education,Core staff,Cash loans,1,28,1,112500.0,0.2742,679500.0,30834.0,0.1655
675,Married,Higher education,Drivers,Cash loans,0,55,0,405000.0,0.1058,1327648.5,42826.5,0.305
676,Married,Secondary / secondary special,Drivers,Cash loans,0,42,1,225000.0,0.1327,1017000.0,29866.5,0.2212
677,Civil marriage,Secondary / secondary special,Laborers,Revolving loans,0,26,0,135000.0,0.06665,180000.0,9000.0,0.75
678,Married,Secondary / secondary special,n.a.,Cash loans,1,60,0,54000.0,1.374,1885500.0,74191.5,0.02864
679,Married,Secondary / secondary special,n.a.,Cash loans,1,58,1,67500.0,0.2678,293535.0,18085.5,0.23
680,Married,Higher education,n.a.,Cash loans,1,45,1,270000.0,0.04385,265851.0,11839.5,1.016
681,Separated,Higher education,Managers,Cash loans,0,45,1,270000.0,0.1056,675000.0,28507.5,0.4
682,Married,Higher education,Core staff,Cash loans,1,27,1,112500.0,0.42,450000.0,47254.5,0.25
683,Married,Secondary / secondary special,n.a.,Cash loans,1,44,0,112500.0,0.2203,813195.0,24786.0,0.1383
684,Married,Secondary / secondary special,Laborers,Cash loans,0,25,1,157500.0,0.1738,339948.0,27387.0,0.4634
685,Married,Higher education,Accountants,Cash loans,1,35,0,126000.0,0.2081,808650.0,26217.0,0.1558
686,Widow,Secondary / secondary special,n.a.,Cash loans,1,58,0,49500.0,0.3718,431280.0,18400.5,0.11475
687,Married,Secondary / secondary special,Managers,Cash loans,0,37,0,180000.0,0.1733,963000.0,31194.0,0.1869
688,Widow,Secondary / secondary special,Cleaning staff,Cash loans,1,52,0,405000.0,0.08093,413235.0,32778.0,0.98
689,Separated,Secondary / secondary special,Laborers,Cash loans,0,45,0,81000.0,0.392,454500.0,31761.0,0.1782
690,Married,Secondary / secondary special,n.a.,Cash loans,1,58,0,103500.0,0.3784,886090.5,39159.0,0.1168
691,Widow,Lower secondary,n.a.,Cash loans,1,58,0,126000.0,0.1842,698517.0,23215.5,0.1804
692,Single / not married,Secondary / secondary special,Core staff,Cash loans,1,26,0,112500.0,0.2362,223884.0,26568.0,0.5024
693,Widow,Secondary / secondary special,Sales staff,Cash loans,1,52,0,76500.0,0.2477,499261.5,18949.5,0.1532
694,Civil marriage,Higher education,Sales staff,Cash loans,1,32,0,135000.0,0.243,679500.0,32818.5,0.1987
695,Married,Incomplete higher,Laborers,Cash loans,1,33,0,157500.0,0.2053,407727.0,32341.5,0.3862
696,Married,Higher education,Managers,Cash loans,0,32,1,270000.0,0.10724,1098000.0,28962.0,0.2458
697,Married,Higher education,Core staff,Cash loans,1,49,0,247500.0,0.1054,654498.0,26086.5,0.3782
698,Married,Secondary / secondary special,Laborers,Cash loans,0,38,0,180000.0,0.1812,675000.0,32602.5,0.2666
699,Married,Secondary / secondary special,n.a.,Cash loans,1,27,0,135000.0,0.2316,640080.0,31261.5,0.2109
700,Civil marriage,Secondary / secondary special,Sales staff,Cash loans,1,51,0,112500.0,0.0907,95940.0,10201.5,1.173
701,Married,Higher education,Managers,Revolving loans,0,34,0,540000.0,0.0833,900000.0,45000.0,0.6
702,Married,Higher education,Managers,Cash loans,0,55,1,180000.0,0.2424,1649646.0,43645.5,0.10913
703,Separated,Higher education,n.a.,Cash loans,1,37,0,270000.0,0.10474,274779.0,28287.0,0.9824
704,Widow,Secondary / secondary special,n.a.,Cash loans,1,41,1,135000.0,0.162,635962.5,21865.5,0.2123
705,Married,Secondary / secondary special,Core staff,Cash loans,1,59,0,126000.0,0.2197,942300.0,27679.5,0.1337
706,Married,Higher education,n.a.,Cash loans,0,62,0,112500.0,0.11285,225000.0,12694.5,0.5
707,Married,Secondary / secondary special,n.a.,Cash loans,1,61,0,157500.0,0.03143,88884.0,4950.0,1.771
708,Single / not married,Secondary / secondary special,Laborers,Cash loans,1,52,1,67500.0,0.1442,364032.0,9733.5,0.1854
709,Married,Secondary / secondary special,Managers,Cash loans,0,32,0,225000.0,0.2048,900000.0,46084.5,0.25
710,Married,Secondary / secondary special,n.a.,Cash loans,1,57,1,279000.0,0.1598,1520253.0,44581.5,0.1835
711,Civil marriage,Secondary / secondary special,Drivers,Cash loans,0,49,0,157500.0,0.1665,808650.0,26217.0,0.1948
712,Single / not married,Secondary / secondary special,n.a.,Cash loans,1,59,1,180000.0,0.2244,1468719.0,40387.5,0.12256
713,Married,Higher education,n.a.,Cash loans,0,31,0,225000.0,0.2172,616923.0,48870.0,0.3647
714,Married,Secondary / secondary special,Sales staff,Revolving loans,1,44,0,112500.0,0.12,270000.0,13500.0,0.4167
715,Married,Secondary / secondary special,n.a.,Cash loans,1,58,0,225000.0,0.119,500211.0,26779.5,0.4497
716,Single / not married,Higher education,Accountants,Cash loans,1,23,1,117000.0,0.152,225000.0,17775.0,0.52
717,Married,Secondary / secondary special,n.a.,Cash loans,1,29,0,153000.0,0.313,450000.0,47880.0,0.34
718,Married,Secondary / secondary special,n.a.,Cash loans,1,57,1,90000.0,0.1633,253737.0,14697.0,0.3547
719,Married,Higher education,Laborers,Cash loans,1,28,0,67500.0,0.4944,497520.0,33376.5,0.1356
720,Married,Secondary / secondary special,Core staff,Cash loans,1,41,0,90000.0,0.08093,131922.0,7285.5,0.682
721,Civil marriage,Secondary / secondary special,Medicine staff,Cash loans,1,40,0,121500.0,0.1683,723996.0,20448.0,0.1678
722,Married,Incomplete higher,n.a.,Cash loans,0,44,0,202500.0,0.1923,485640.0,38938.5,0.417
723,Single / not married,Higher education,Laborers,Cash loans,0,53,0,337500.0,0.06128,267102.0,20686.5,1.264
724,Married,Secondary / secondary special,Core staff,Revolving loans,1,27,0,45000.0,0.15,135000.0,6750.0,0.3333
725,Married,Secondary / secondary special,Core staff,Cash loans,1,43,1,81000.0,0.1537,229500.0,12447.0,0.353
726,Single / not married,Secondary / secondary special,Laborers,Cash loans,0,45,1,180000.0,0.1631,824823.0,29353.5,0.2183
727,Married,Secondary / secondary special,Core staff,Cash loans,0,40,0,135000.0,0.2255,450000.0,30442.5,0.3
728,Civil marriage,Higher education,Core staff,Cash loans,1,23,1,225000.0,0.1382,835380.0,31086.0,0.2693
